0,34,159,195
1,34
2,3,57,58
313,537,189
3,2,14,51,57,60,158
4,30,427,78
294,1715
14,3,57
1403,1099,1166
17,67,360
322,256
181,36,259
680,427
137,156,559
30,4
100,57
1099,1403,1166
34,0,1
1947,1331,1967
1331,1947
36,181,60,78
537,313
44,1593,159
189,313,194
51,3,57
109,63
1966,832
427,4,680
57,2,3,14,100,51,58,60
58,2,57
60,3,36,57
63,109,112
112,63
67,17,360
68,78
1715,294
1593,44
156,137,559
1967,1947
78,4,36,68
158,3
256,322
1166,1403,1099
360,17,67
159,0,44
259,181
194,189
195,0
559,137,156
832,1966
