2,3,57,58
3,2,14,51,57,60
4,25,147
14,3,39,57
594,410,286
17,67,831
19,48,109,63
162,118,173
207,244,1216
20,52
208,217
181,36,145
25,4,44,147,70,258
410,594
297,57,58
215,58
217,208
32,51,57,60
1207,1212
1208,1219
36,181,60,88
39,14,57
1209,1211,1219
1210,1215
1211,1209,1219
40,51
635,1219
1212,1207
231,241,255,1218
145,181,174
44,25,147,70
233,147,241
147,4,25,44,233,68
48,19,65,157
241,231,233,254,255
51,3,32,40,57
169,109,65,157
52,20
109,19,169,63,157
1213,1214
57,2,3,14,297,32,39,51,58,60,174
244,207,1216
58,2,297,215,57
60,3,32,36,57,88
63,19,109,112,65
112,63,65
65,48,169,63,112
67,17,831
68,147,70
70,25,44,68
1214,1213
1215,1210
157,48,169,109
254,241,255,1218
1216,207,244
255,231,241,254,1217,1218
258,25
118,162,173
357,359
359,357
1217,255,1218
831,17,67
1218,231,254,255,1217
173,162,118
286,594
1219,1208,1209,1211,635
174,145,57
88,36,60
