0,92,34,306
2,3,57,58
313,681
199,233
3,2,14,51,57,60
92,0,34
135,67
14,3,39,57
553,25,44
178,137,156,832
17,67
19,48
163,57
97,1331
25,553,44
681,313
410,154
137,178,156
34,0,92
1331,97
39,14,57
232,421,194
44,553,25
233,199,306
2029,417
48,19
51,3,57
417,2029
57,2,3,14,163,39,51,58,60
58,2,57
60,3,57
67,135,17
71,1182
154,410
156,178,137
1182,71
421,232,194
194,232,421
306,0,233
832,178
