2,3,57
233,147,176
44,147
3,2,51,14,57
4,147,30
693,408,133
147,233,44,4
176,233
30,4
51,3,57,40
14,3,57,39
408,693,400,133
57,2,3,51,14,39
400,408,133
133,693,408,400
39,14,57
40,51
