0,48, 255, 40, 272, 8, 33, 9, 264, 10, 25
1,143, 51, 75, 217, 141, 12, 34, 234
2,21, 286, 256
3,66
4,33, 282
5,
6,17, 16, 299, 275, 146, 191
7,46, 27, 15, 39, 2, 43
8,33, 9, 48, 40, 0, 25, 272, 19, 10, 46, 264, 52, 105, 255
9,8, 46
10,25, 46, 264, 33, 9, 40, 8, 15, 272, 19, 48, 0
11,208, 54, 62
12,26, 34
13,
14,208, 44, 277, 242, 85, 11, 116
15,46, 39, 27, 25, 188, 178, 196, 10, 7, 33
16,112, 104, 215, 59, 72, 275, 191, 158, 47, 55, 139
17,6, 299, 275, 146, 215, 16, 104, 55, 112, 59, 207, 139, 72, 191, 47, 196
18,
19,8, 40, 33, 48, 272, 10, 0, 264, 25, 52
20,
21,39, 196, 32, 2, 46, 7, 207, 15, 27, 240, 77
22,248
23,56, 28, 54
24,
25,10, 15, 46, 33, 8, 27, 39, 9, 40, 48, 7, 52, 272, 19, 21, 264, 0, 2, 43, 188
26,12
27,46, 7, 15, 39, 25, 196, 52, 43, 2, 207, 281, 248, 288, 10, 32, 21, 91
28,56
29,173, 214, 184
30,193
31,193
32,21, 196, 2
33,8, 40, 48, 0, 113, 62, 272, 89, 10, 25, 19, 9, 105, 264, 46, 188, 15, 4, 39
34,
35,200, 192
36,
37,132, 118, 258, 59, 275, 139, 72, 182, 146, 104, 191, 112, 266, 16, 299, 55, 47
38,274, 211, 213, 129, 236, 56
39,21, 2, 15, 7, 32, 196, 27, 43, 46, 25, 248, 188, 11, 207, 132, 59
40,48, 33, 0, 8, 272, 9, 10, 19, 255, 25, 264, 46, 105
41,166, 97, 28
42,46, 207, 59, 72
43,21, 2, 46, 39, 72, 15, 27, 59, 18, 7, 25, 32, 171, 188
44,277, 14, 208, 81, 177, 145, 242, 85
45,
46,27, 25, 52, 2, 281
47,266, 258, 72, 139, 59, 71, 132, 104, 118, 196, 275, 112, 37, 146
48,0, 40, 8, 255, 272, 9, 33, 25, 46, 19, 264
49,
50,
51,125, 226, 231, 141, 86
52,46, 27, 19, 25, 15, 7
53,61
54,23, 188, 56, 11
55,104, 299, 112, 16, 275, 59, 191, 72, 182, 146, 139, 47, 17, 215
56,23, 28
57,269
58,183, 141, 133, 159, 127, 75, 176, 284, 200, 192
59,72, 280, 258, 104, 191, 139, 16, 182, 112, 275, 266, 207, 37, 146, 47, 42, 282, 71
60,110, 93, 220, 197, 116, 235, 85
61,204
62,188, 113, 89, 21
63,
64,83, 73, 90, 92
65,295
66,76, 94
67,117, 120, 282
68,94, 206, 80, 154, 207
69,225, 166, 210
70,
71,72, 280, 266, 59, 207, 205
72,59, 207, 256, 42, 280, 282, 46
73,83, 90, 64
74,261, 57, 249, 276, 13, 243, 66, 292, 3, 82
75,186, 160, 51
76,66
77,89, 113
78,102, 53, 270, 92, 106, 237, 162, 229, 238
79,211, 109, 219, 38
80,94, 175
81,44, 145, 277, 177, 208, 201, 116, 259, 14, 242, 173, 85, 227
82,74, 243, 13, 276, 88, 98, 107
83,64, 73, 90
84,105, 89, 77, 198
85,277, 227, 208, 177, 60, 220, 110, 197, 259, 235
